eplenmean,explained_variance,clipfrac,time_elapsed,eprewmean,fps,approxkl,serial_timesteps,total_timesteps,value_loss,nupdates,policy_loss,policy_entropy
153509.5,0.9988431193633005,0.26239833,1854.5817484855652,-177588.664204625,2075,0.017852547,321536,3858432,3.341033e-05,157,-0.03261389,27.129654
153509.5,0.9993675614823587,0.2596435,1866.436666727066,-177588.664204625,2073,0.017459435,323584,3883008,3.1227217e-05,158,-0.03220456,27.124905
153509.5,0.9995312046667095,0.2586182,1878.5137774944305,-177588.664204625,2035,0.017463323,325632,3907584,2.6248992e-05,159,-0.03218353,27.126728
153509.5,0.9996954319067299,0.26099446,1890.4810807704926,-177588.664204625,2053,0.017523712,327680,3932160,3.7406604e-05,160,-0.03170815,27.100103
153509.5,0.9997108105162624,0.2605387,1902.3116405010223,-177588.664204625,2078,0.017757857,329728,3956736,3.943947e-05,161,-0.03243159,27.070246
153509.5,0.9997783311409876,0.25536698,1914.203673362732,-177588.664204625,2066,0.017053435,331776,3981312,2.8979648e-05,162,-0.032057922,27.046106
153509.5,0.9998760828166269,0.2669557,1926.4183585643768,-177588.664204625,2012,0.018184828,333824,4005888,3.7155023e-05,163,-0.034570713,26.988525
153509.5,0.9998146477591945,0.2595418,1938.3890600204468,-177588.664204625,2053,0.017602928,335872,4030464,3.760474e-05,164,-0.03187506,26.935553
153509.5,0.9996649329259526,0.25273427,1950.2078881263733,-177588.664204625,2079,0.017107366,337920,4055040,3.5405228e-05,165,-0.030780768,26.931772
153509.5,0.9997200296202209,0.2533529,1962.3969314098358,-177588.664204625,2016,0.01726905,339968,4079616,3.5734112e-05,166,-0.03161377,26.909393
153509.5,0.9998323214240372,0.26412362,1974.5065896511078,-177588.664204625,2029,0.018041002,342016,4104192,3.723407e-05,167,-0.031860907,26.856564
153509.5,0.9998760068992851,0.2633993,1986.8509285449982,-177588.664204625,1991,0.017635357,344064,4128768,3.7465456e-05,168,-0.033696882,26.789185
153509.5,0.9996633654809557,0.2612589,1998.9154260158539,-177588.664204625,2037,0.01773715,346112,4153344,4.4597786e-05,169,-0.0313836,26.764301
153509.5,0.9996244841022417,0.26407078,2011.2269892692566,-177588.664204625,1996,0.018046552,348160,4177920,2.6732097e-05,170,-0.032378152,26.756536
152246.11111111112,0.9992020719801076,0.25878498,2023.7685606479645,-161588.95665833334,1959,0.017519118,350208,4202496,6.0151757e-05,171,-0.03252925,26.77058
152246.11111111112,0.9995091093005612,0.26353765,2036.0737192630768,-161588.95665833334,1997,0.01773735,352256,4227072,4.5479475e-05,172,-0.03484177,26.739674
152246.11111111112,0.9994041893514805,0.2630697,2048.084700345993,-161588.95665833334,2046,0.017617468,354304,4251648,4.7457717e-05,173,-0.03104484,26.717264
152246.11111111112,0.9996165409393143,0.2563069,2060.201835870743,-161588.95665833334,2028,0.017215012,356352,4276224,4.8712853e-05,174,-0.032041088,26.700653
152246.11111111112,0.999569283798337,0.2642944,2072.1618037223816,-161588.95665833334,2055,0.017895546,358400,4300800,6.2235275e-05,175,-0.031551085,26.66619
152246.11111111112,0.9996876820514444,0.26771638,2084.609742164612,-161588.95665833334,1974,0.018132582,360448,4325376,5.7228324e-05,176,-0.033526145,26.621212
152246.11111111112,0.9997718851955142,0.27669695,2096.5921618938446,-161588.95665833334,2051,0.018773023,362496,4349952,5.6347002e-05,177,-0.033638477,26.567907
152246.11111111112,0.9997756240627496,0.2754599,2108.781627893448,-161588.95665833334,2016,0.018814635,364544,4374528,5.4714434e-05,178,-0.03265206,26.484564
152246.11111111112,0.9998155467910692,0.277474,2121.0157301425934,-161588.95665833334,2008,0.018974924,366592,4399104,5.4218697e-05,179,-0.03345286,26.429096
152246.11111111112,0.9997255092894193,0.28282475,2133.0387127399445,-161588.95665833334,2044,0.019460918,368640,4423680,6.0080238e-05,180,-0.03335795,26.372742
152246.11111111112,0.9996336842013989,0.28353676,2145.4517822265625,-161588.95665833334,1980,0.01950588,370688,4448256,6.304354e-05,181,-0.03379386,26.346222
152246.11111111112,0.9997897615539841,0.2822957,2157.6124033927917,-161588.95665833334,2021,0.019461457,372736,4472832,5.4194086e-05,182,-0.032876696,26.283625
144528.5,0.9989604994188994,0.2949706,2169.588710308075,-152389.9588676,2052,0.021144751,374784,4497408,9.312764e-05,183,-0.03144244,26.248728
144528.5,0.998839759035036,0.2731323,2181.556365966797,-152389.9588676,2053,0.018988516,376832,4521984,6.025671e-05,184,-0.03203936,26.189617
144528.5,0.9992652427754365,0.28660476,2193.666867494583,-152389.9588676,2029,0.020252872,378880,4546560,5.6693592e-05,185,-0.033226322,26.17421
144528.5,0.9993274846347049,0.27755126,2205.5726277828217,-152389.9588676,2064,0.019360447,380928,4571136,5.3961598e-05,186,-0.0318159,26.137226
144528.5,0.999656204628991,0.27477613,2217.7915999889374,-152389.9588676,2011,0.018929519,382976,4595712,4.3842938e-05,187,-0.033028916,26.099518
144528.5,0.9996763686067425,0.28478593,2229.681619167328,-152389.9588676,2067,0.020093778,385024,4620288,4.6676658e-05,188,-0.03379083,26.07478
144528.5,0.9998053627787158,0.27181798,2241.77108502388,-152389.9588676,2032,0.018618522,387072,4644864,3.6098496e-05,189,-0.032949843,26.028727
144528.5,0.9998408387473319,0.2942464,2254.109972715378,-152389.9588676,1991,0.020413913,389120,4669440,3.4390636e-05,190,-0.034921523,25.937372
