#{"env_id": "Starfish-FindTarget-v0", "t_start": 1524714186.1774626}
r,l,t--289898.05838,249803,1435.920815

-10704.582343,28182,1592.786553-33591.296288,142139,2018.214445
-57603.358607,59025,2369.327398
-13707.552536,31597,2348.6538
