serial_timesteps,time_elapsed,nupdates,policy_entropy,clipfrac,value_loss,policy_loss,explained_variance,approxkl,eprewmean,total_timesteps,eplenmean,fps
423936,2379.73442363739,207,3.6614108,0.31617028,0.057687633,-0.010239016,0.879203587770462,0.022014959,41.29315734,5087232,847.85,2093
425984,2391.195033311844,208,3.6070092,0.31191397,0.05883885,-0.0097763,0.8845538571476936,0.021640765,41.32247871,5111808,846.4,2144
428032,2402.5739114284515,209,3.5654278,0.31634948,0.057720136,-0.010070281,0.8813187256455421,0.022131393,41.38076419,5136384,845.17,2160
430080,2414.036381006241,210,3.4891758,0.31000975,0.055368375,-0.00898656,0.8916606456041336,0.021367151,41.52065418,5160960,838.93,2144
432128,2425.405034303665,211,3.4287453,0.30986738,0.05679351,-0.008581413,0.8846466466784477,0.021389645,41.64324552,5185536,836.61,2161
434176,2437.0716185569763,212,3.3785717,0.32410896,0.055165578,-0.008606326,0.8889791443943977,0.02279278,41.784446939999995,5210112,832.47,2106
436224,2448.3669834136963,213,3.3619008,0.3095011,0.053684015,-0.009149638,0.8930096849799156,0.021446394,41.85194627,5234688,831.84,2175
438272,2460.0616793632507,214,3.3110116,0.31657726,0.052857082,-0.00819478,0.8921500071883202,0.022320634,42.00725161,5259264,823.77,2101
440320,2471.8276879787445,215,3.22214,0.32743737,0.05175505,-0.010842798,0.8965937048196793,0.023200972,42.12559292,5283840,821.56,2088
442368,2483.2822411060333,216,3.1631734,0.3178793,0.050526064,-0.009428472,0.8940564915537834,0.022229493,42.293502119999985,5308416,812.45,2145
444416,2494.592560529709,217,3.1164088,0.3171672,0.049907602,-0.010152632,0.896125078201294,0.02221181,42.42559135,5332992,806.66,2173
446464,2506.2142724990845,218,3.0672004,0.3232666,0.047278814,-0.008260617,0.8993308171629906,0.022796975,42.475886710000005,5357568,804.44,2114
448512,2517.5505158901215,219,3.0299735,0.33367926,0.047994785,-0.008515036,0.8969688266515732,0.023654912,42.43558896,5382144,807.0,2168
450560,2529.284337759018,220,2.9901295,0.3207397,0.04367032,-0.009148953,0.9066282659769058,0.022692535,42.507274589999994,5406720,804.29,2094
452608,2541.154867172241,221,2.935902,0.32536632,0.044503953,-0.009942259,0.8987772092223167,0.022994589,42.62099870000001,5431296,798.0,2071
454656,2552.9825541973114,222,2.880915,0.3248008,0.044288192,-0.008594644,0.9006033316254616,0.023035124,42.720003539999986,5455872,789.12,2078
456704,2564.818612575531,223,2.8453124,0.31856292,0.04150087,-0.007748077,0.9020746499300003,0.022399355,42.79148799000001,5480448,785.59,2076
458752,2576.274540901184,224,2.8150325,0.32469484,0.041644264,-0.007965248,0.9052821323275566,0.022929482,42.75308620999999,5505024,786.19,2145
460800,2587.5955722332,225,2.771127,0.32494718,0.040922128,-0.008403606,0.9085261970758438,0.022990536,42.82214871,5529600,784.95,2171
462848,2598.9624106884003,226,2.7404969,0.32958582,0.03986127,-0.007835565,0.9064219743013382,0.023568707,42.83903338000001,5554176,784.42,2162
464896,2610.240623474121,227,2.6950283,0.3226481,0.041094907,-0.007432145,0.9055254906415939,0.022793684,42.83525169000001,5578752,786.38,2179
466944,2621.5357122421265,228,2.6428494,0.31966156,0.039847836,-0.0083734095,0.9064998775720596,0.022427272,42.89907378000001,5603328,781.22,2176
468992,2633.276001930237,229,2.5840144,0.32876793,0.03921028,-0.0082844775,0.9023880213499069,0.023298811,42.95287614000001,5627904,777.17,2093
471040,2644.945384502411,230,2.5241075,0.32582617,0.03958948,-0.009587982,0.9063230529427528,0.023248274,43.04013952000001,5652480,773.06,2106
473088,2656.293121814728,231,2.4701662,0.3228272,0.03730739,-0.007406178,0.9112786576151848,0.022658344,43.13926504,5677056,769.32,2165
475136,2667.596257686615,232,2.4214597,0.32412106,0.036300596,-0.009967305,0.9081761613488197,0.022893839,43.26433437000001,5701632,764.31,2174
477184,2678.8705685138702,233,2.364399,0.3189494,0.03660776,-0.00872996,0.9099988713860512,0.022344936,43.40786007,5726208,759.31,2180
479232,2690.483382701874,234,2.3206737,0.33640146,0.03495066,-0.009293517,0.9133458137512207,0.024021784,43.46513522,5750784,755.55,2116
481280,2701.8732204437256,235,2.2571762,0.3291097,0.0345314,-0.0076462575,0.9118187427520752,0.023279846,43.518234,5775360,753.93,2157
483328,2713.1924257278442,236,2.2049556,0.3341105,0.03486092,-0.006721385,0.9111377373337746,0.02384681,43.4279551,5799936,756.77,2171
485376,2725.0286910533905,237,2.1817098,0.3320679,0.034272693,-0.008242805,0.9130509123206139,0.023657922,43.48802666999999,5824512,754.98,2076
487424,2736.330321788788,238,2.1378837,0.32346192,0.033890188,-0.0096902605,0.9109312444925308,0.022792753,43.48539014000001,5849088,755.39,2174
489472,2747.5987815856934,239,2.088589,0.33808997,0.032006174,-0.008733985,0.9187657684087753,0.024365233,43.510361329999995,5873664,754.86,2181
491520,2759.166701555252,240,2.0509067,0.33208007,0.03312119,-0.007835267,0.912280447781086,0.023649469,43.623553,5898240,752.16,2124
493568,2770.6201548576355,241,1.9923149,0.32924396,0.031151056,-0.007904267,0.9200320243835449,0.023284204,43.804286430000005,5922816,745.57,2146
495616,2782.3813128471375,242,1.904207,0.34051114,0.032014508,-0.008190928,0.9173800423741341,0.024520554,43.95382414999999,5947392,741.97,2089
497664,2793.8676540851593,243,1.8449386,0.34046227,0.031812318,-0.007006306,0.9158636331558228,0.02433241,43.99746768000001,5971968,739.08,2139
499712,2805.3691596984863,244,1.7903852,0.3355225,0.030823952,-0.008251044,0.917211502790451,0.024220517,44.07438430000001,5996544,736.55,2136
501760,2816.901524543762,245,1.7373215,0.32843834,0.031036843,-0.0075144903,0.919776938855648,0.023081541,44.09463793999999,6021120,733.24,2131
503808,2828.275513648987,246,1.6774486,0.33385426,0.030195743,-0.007477995,0.9196980148553848,0.02381791,44.14790787,6045696,730.25,2160
505856,2839.8007571697235,247,1.6091845,0.32779124,0.028839704,-0.007702723,0.9236890375614166,0.02325152,44.185033919999995,6070272,728.49,2132
507904,2851.312488794327,248,1.5951657,0.330192,0.029734049,-0.0059398175,0.9199915751814842,0.023428077,44.269832269999995,6094848,724.6,2135
509952,2862.72594332695,249,1.5824127,0.3299886,0.029117638,-0.008784048,0.9198195040225983,0.023503419,44.33410863000001,6119424,722.91,2153
512000,2874.1671226024628,250,1.5385605,0.3297607,0.02840956,-0.006005594,0.9226709008216858,0.023386966,44.36481526999998,6144000,721.91,2148
514048,2885.777538537979,251,1.5041214,0.3310262,0.027973514,-0.007981853,0.9247439727187157,0.023527628,44.35566463999999,6168576,723.6,2116
516096,2897.249322414398,252,1.4770267,0.34179682,0.027307024,-0.0077339606,0.9254362359642982,0.024665426,44.35192865999999,6193152,723.51,2142
518144,2908.721678495407,253,1.4129333,0.3362629,0.026763301,-0.006453652,0.9283004626631737,0.024019822,44.344811799999995,6217728,721.43,2142
520192,2920.494885444641,254,1.3551717,0.33597404,0.026669975,-0.0067511946,0.9259528368711472,0.024343487,44.35439023,6242304,719.14,2087
522240,2932.333859682083,255,1.300828,0.33616948,0.027195701,-0.0065996842,0.9216915741562843,0.024032209,44.386867529999996,6266880,718.69,2076
524288,2943.7308099269867,256,1.2312295,0.3416912,0.025770217,-0.0067207487,0.9273812472820282,0.02485656,44.45332860999999,6291456,718.87,2156
526336,2955.509196996689,257,1.173836,0.33293468,0.025753204,-0.008447683,0.9279724732041359,0.0238686,44.55564794,6316032,716.77,2086
528384,2967.369214296341,258,1.1036475,0.34227303,0.026115585,-0.008515231,0.9258061945438385,0.024817545,44.56751636,6340608,715.75,2072
530432,2978.6697001457214,259,1.0540457,0.3428141,0.025029078,-0.007321635,0.9299954622983932,0.024791276,44.554945350000004,6365184,715.67,2174
532480,2990.165228843689,260,0.9794186,0.34038484,0.025411699,-0.0073658517,0.9255574718117714,0.024553364,44.57274366000001,6389760,713.61,2138
534528,3001.8999285697937,261,0.9140132,0.3363607,0.025258597,-0.007010696,0.9267729595303535,0.024236595,44.627471509999985,6414336,709.64,2095
536576,3013.3783056735992,262,0.8618439,0.33264983,0.02604211,-0.0068636714,0.9238772690296173,0.02403688,44.7016392,6438912,707.55,2141
538624,3024.848537683487,263,0.7938918,0.33539218,0.024305385,-0.0064227968,0.9269026592373848,0.024048617,44.76913165,6463488,706.13,2142
540672,3036.3232293128967,264,0.76705325,0.33733723,0.024464425,-0.009110821,0.9281816482543945,0.024157526,44.80123415999999,6488064,705.52,2142
542720,3048.017503976822,265,0.7197822,0.33691832,0.024239449,-0.007583986,0.9272996485233307,0.02408251,44.881161889999994,6512640,703.46,2102
544768,3059.428078889847,266,0.6344351,0.34189865,0.024384145,-0.00828621,0.9279153421521187,0.02454443,44.867915860000004,6537216,704.09,2154
546816,3070.9703271389008,267,0.5977853,0.33586437,0.02423818,-0.0070262514,0.9293446764349937,0.024000056,44.96460267,6561792,704.56,2129
548864,3082.469918012619,268,0.57546675,0.34001866,0.023913313,-0.008508041,0.9296293407678604,0.024307873,44.96995054999999,6586368,703.4,2137
550912,3093.8313274383545,269,0.5425258,0.34161377,0.024081284,-0.008892519,0.9287224262952805,0.024940334,45.0548621,6610944,699.58,2163
552960,3105.3805928230286,270,0.5248786,0.3447266,0.023853017,-0.00836832,0.9282527938485146,0.024941996,45.06984795,6635520,697.97,2128
555008,3117.043523311615,271,0.4907116,0.35203862,0.022919472,-0.007186313,0.9289170801639557,0.025845218,45.16603328,6660096,694.3,2107
557056,3128.703387260437,272,0.4354319,0.34320468,0.023061577,-0.007988412,0.9293021261692047,0.024834525,45.16300260999999,6684672,694.05,2107
559104,3140.0708611011505,273,0.38631526,0.33625907,0.023050755,-0.006765553,0.9290444180369377,0.0241332,45.1825467,6709248,693.62,2162
561152,3151.550514936447,274,0.3749771,0.3504965,0.02242494,-0.0058660773,0.929813914000988,0.025666794,45.19352359,6733824,691.15,2141
563200,3162.938290119171,275,0.3286518,0.33541656,0.022196677,-0.0070819533,0.9317315742373466,0.023841599,45.18972212999999,6758400,690.36,2158
565248,3174.800152540207,276,0.25943762,0.3447591,0.021865468,-0.006854009,0.9321812316775322,0.025141766,45.22855262,6782976,686.27,2072
567296,3186.0639588832855,277,0.21497574,0.3465699,0.023165599,-0.0072525507,0.9287848174571991,0.025398597,45.29100498,6807552,682.15,2182
569344,3197.61843085289,278,0.14803156,0.3369833,0.0216479,-0.00632767,0.9332288056612015,0.024303148,45.39216674,6832128,680.95,2127
571392,3209.0754945278168,279,0.1065022,0.34108883,0.021326479,-0.0071468735,0.9342194497585297,0.024585392,45.43128315,6856704,677.1,2145
573440,3220.79869890213,280,0.05308333,0.35197344,0.020954367,-0.0070633357,0.9351042434573174,0.025816273,45.46475974999999,6881280,678.05,2096
575488,3232.225606441498,281,0.008933843,0.3414755,0.021140948,-0.0055635823,0.9344513118267059,0.024597231,45.52819579000001,6905856,675.01,2151
577536,3244.1219844818115,282,-0.042826913,0.34774986,0.020409029,-0.007386816,0.9348896518349648,0.025316577,45.58266857,6930432,674.71,2066
579584,3255.608584880829,283,-0.09549214,0.33930254,0.02015768,-0.0068373433,0.9366659447550774,0.02442145,45.65247252,6955008,671.24,2139
581632,3267.2915029525757,284,-0.1289911,0.3371949,0.019938305,-0.007126731,0.9366970881819725,0.024151374,45.72619322,6979584,670.07,2103
583680,3279.122611284256,285,-0.13754512,0.3466959,0.019665202,-0.0069234497,0.9382276646792889,0.025144905,45.713208509999994,7004160,669.7,2077
585728,3290.6408405303955,286,-0.17474224,0.33787027,0.020506738,-0.008044736,0.9358023107051849,0.024307627,45.72850191,7028736,669.02,2133
587776,3302.184746980667,287,-0.2447583,0.34422213,0.02026753,-0.0062541654,0.9371722489595413,0.025021026,45.7890664,7053312,668.52,2129
589824,3313.747381210327,288,-0.2906584,0.34593922,0.020111013,-0.006600918,0.9367851987481117,0.02529293,45.864650260000005,7077888,668.05,2125
591872,3325.087671279907,289,-0.3304973,0.34125978,0.019611599,-0.007880703,0.9385026693344116,0.024584716,45.95308368,7102464,665.24,2167
593920,3336.5185294151306,290,-0.35915518,0.3425742,0.019679934,-0.007465589,0.9380518347024918,0.02493132,45.9042707,7127040,664.39,2150
595968,3347.829205274582,291,-0.38390952,0.3528523,0.019519594,-0.0052785613,0.9377753846347332,0.025958186,45.93191237,7151616,662.43,2173
598016,3359.5902767181396,292,-0.38529226,0.3448039,0.01924244,-0.0066013536,0.9403987862169743,0.02492111,45.91236352000001,7176192,661.54,2089
600064,3370.9697144031525,293,-0.42666832,0.3493489,0.01977755,-0.006435644,0.9385150410234928,0.025629144,46.00140259999999,7200768,656.36,2160
602112,3382.5082771778107,294,-0.4751951,0.35240883,0.019663218,-0.0072910963,0.937781572341919,0.02585054,46.09247098,7225344,653.21,2130
604160,3394.351198196411,295,-0.49835277,0.34401038,0.019103426,-0.0068906313,0.9372610822319984,0.025103962,46.171919179999996,7249920,650.1,2075
606208,3405.823711872101,296,-0.54052293,0.35568446,0.019790431,-0.0066916407,0.93627018481493,0.026383335,46.188305920000005,7274496,650.25,2142
608256,3417.436442375183,297,-0.5735172,0.34716386,0.018932285,-0.007612787,0.9374974891543388,0.025277903,46.159221529999996,7299072,649.83,2116
610304,3429.0358328819275,298,-0.61726266,0.347107,0.019306984,-0.0063775927,0.9389826878905296,0.02524718,46.17098654,7323648,650.64,2118
612352,3440.6622750759125,299,-0.64642143,0.3507445,0.018798068,-0.0063716425,0.9407983832061291,0.025832003,46.24951739000001,7348224,651.52,2114
614400,3452.158361196518,300,-0.6730541,0.36217052,0.018923404,-0.0071971156,0.9382383115589619,0.027064774,46.248433430000006,7372800,650.02,2137
616448,3463.6315932273865,301,-0.7114128,0.3454021,0.018408848,-0.0067186533,0.9406584277749062,0.025246058,46.227579829999996,7397376,652.51,2142
618496,3475.0654697418213,302,-0.74414814,0.3570721,0.017869724,-0.006480444,0.9411291815340519,0.02639493,46.1829681,7421952,653.63,2149
620544,3486.3397495746613,303,-0.7856619,0.3456787,0.018171642,-0.005865584,0.9391382485628128,0.025246153,46.21129203,7446528,654.43,2180
622592,3498.168207883835,304,-0.8322193,0.34287098,0.017475706,-0.0067422194,0.9419911578297615,0.024774674,46.257429789999996,7471104,651.64,2078
624640,3509.6394577026367,305,-0.87836015,0.35337737,0.017644897,-0.007846074,0.9431745558977127,0.026042517,46.23177308,7495680,651.55,2142
626688,3521.005659341812,306,-0.904071,0.3475544,0.017566014,-0.006017926,0.9440559037029743,0.025224933,46.188828689999994,7520256,651.27,2162
628736,3532.3231296539307,307,-0.94048405,0.34915778,0.017995555,-0.006326596,0.943306066095829,0.025522426,46.151471900000004,7544832,654.12,2171
630784,3543.871748447418,308,-0.96871835,0.34719652,0.01703278,-0.0064099953,0.9459231160581112,0.025217587,46.24292082999998,7569408,653.1,2128
632832,3555.332675933838,309,-0.991598,0.35780025,0.017053422,-0.004760032,0.9447662346065044,0.026383039,46.30474819,7593984,654.66,2144
634880,3566.75097823143,310,-1.036795,0.34822983,0.017292365,-0.0062011974,0.9429003149271011,0.025461182,46.30859506000001,7618560,654.64,2152
636928,3578.531681537628,311,-1.0811051,0.3517741,0.016809896,-0.005664525,0.9446896836161613,0.025751848,46.30384146,7643136,653.69,2086
638976,3589.9461467266083,312,-1.150619,0.35435796,0.01716249,-0.0062872944,0.9462132565677166,0.026302684,46.39116207,7667712,650.95,2153
641024,3601.570052623749,313,-1.1773871,0.35445154,0.016572302,-0.0066860965,0.9462769478559494,0.025886744,46.53426907000001,7692288,646.12,2114
643072,3613.4165201187134,314,-1.2282429,0.34001067,0.016532503,-0.0068234215,0.9470157623291016,0.024528962,46.59741878,7716864,643.7,2075
645120,3624.938662290573,315,-1.274821,0.35290936,0.016561689,-0.0051126713,0.9458151832222939,0.025978606,46.62456027,7741440,641.63,2133
647168,3636.6118314266205,316,-1.3161106,0.34580904,0.016371028,-0.0066782185,0.9458716027438641,0.025023231,46.58511731000001,7766016,639.6,2105
649216,3648.451418876648,317,-1.3554853,0.35845536,0.015906636,-0.006428144,0.9491106495261192,0.026468914,46.639282009999995,7790592,637.88,2075
651264,3659.8142511844635,318,-1.3831873,0.3560018,0.015453692,-0.0060695247,0.9496804811060429,0.026053894,46.71463234000001,7815168,634.08,2163
653312,3671.406977891922,319,-1.4306395,0.35168043,0.015707696,-0.005329872,0.949169784784317,0.025817627,46.73187969000001,7839744,636.05,2120
655360,3683.163413286209,320,-1.5014725,0.36973053,0.015992247,-0.006282065,0.9466262757778168,0.02772979,46.71481899000001,7864320,637.48,2090
657408,3694.6589958667755,321,-1.5654751,0.35956228,0.015162391,-0.0057500857,0.9493891075253487,0.026665905,46.72865669,7888896,637.43,2138
659456,3705.9618940353394,322,-1.6089714,0.36622316,0.014974222,-0.005050978,0.9500574804842472,0.02750132,46.719331030000006,7913472,641.3,2174
661504,3717.7948067188263,323,-1.6406319,0.35741773,0.014701505,-0.005868095,0.9508970864117146,0.026242107,46.71188020999999,7938048,646.77,2077
663552,3729.526081085205,324,-1.6848265,0.3540811,0.014489399,-0.005341052,0.9522171951830387,0.026051065,46.66703097999999,7962624,649.35,2095
665600,3741.023467063904,325,-1.7278893,0.35596123,0.014505973,-0.0042845504,0.95244400203228,0.026242267,46.68457249,7987200,647.77,2137
667648,3752.364255428314,326,-1.7694002,0.35317785,0.014591239,-0.004597158,0.9516321457922459,0.025739437,46.58622101,8011776,648.89,2167
669696,3764.115747690201,327,-1.8232418,0.35345048,0.014539221,-0.005827823,0.9507407173514366,0.026240429,46.57050129,8036352,648.32,2091
671744,3775.654685020447,328,-1.8678468,0.352478,0.014429611,-0.006284786,0.9526010975241661,0.026059175,46.620766,8060928,649.64,2130
673792,3787.0427119731903,329,-1.8987367,0.3625855,0.0144442525,-0.005374844,0.9514574408531189,0.027136207,46.68161942,8085504,649.41,2158
675840,3798.443377971649,330,-1.933498,0.3579305,0.014685435,-0.005551559,0.9514102153480053,0.026689868,46.65808238,8110080,651.99,2155
677888,3809.7528371810913,331,-1.9736719,0.3577069,0.014793126,-0.0042230315,0.9515461772680283,0.026273241,46.43765771,8134656,658.39,2173
679936,3821.0835161209106,332,-2.0068097,0.35657954,0.014398742,-0.0048417067,0.9520900137722492,0.026125614,46.41035710000001,8159232,658.22,2169
681984,3832.6511046886444,333,-2.028559,0.36145014,0.013244161,-0.005352953,0.9546156674623489,0.026927743,46.42254766,8183808,656.99,2124
684032,3844.14280629158,334,-2.0570207,0.35476476,0.01358935,-0.0053575495,0.9555324204266071,0.026004702,46.55125751999999,8208384,651.45,2138
686080,3855.5349490642548,335,-2.0888557,0.35063893,0.01372377,-0.004545348,0.9566259756684303,0.025726238,46.60451351,8232960,648.91,2157
688128,3867.2955543994904,336,-2.131293,0.37069494,0.013572419,-0.0035885423,0.9548957161605358,0.028029736,46.63533993999999,8257536,647.87,2090
690176,3878.88720870018,337,-2.1983876,0.35209137,0.013442168,-0.004557472,0.9545175060629845,0.025797576,46.64730176999999,8282112,648.72,2120
692224,3890.3816936016083,338,-2.24231,0.3617797,0.01416832,-0.006900841,0.9540512673556805,0.026691949,46.551151520000005,8306688,653.44,2138
694272,3901.866544008255,339,-2.2945228,0.36209723,0.01335668,-0.006001251,0.9555927105247974,0.026952665,46.510900860000014,8331264,655.23,2140
696320,3913.4992649555206,340,-2.3202658,0.36652422,0.013838962,-0.006010972,0.955262903124094,0.027384069,46.47906369,8355840,658.64,2112
698368,3925.16383433342,341,-2.3415124,0.35170075,0.013385934,-0.0062411157,0.955885536968708,0.025805632,46.37814108,8380416,664.19,2108
700416,3936.5064418315887,342,-2.3393798,0.3586384,0.013299203,-0.005334312,0.9566203244030476,0.02647984,46.47778071,8404992,662.48,2166
702464,3947.7934849262238,343,-2.3936932,0.35194486,0.013548031,-0.004112615,0.9552071280777454,0.025874034,46.62922959,8429568,654.67,2177
704512,3959.5776336193085,344,-2.452922,0.36119393,0.012768315,-0.0036775905,0.9558934383094311,0.026889171,46.79623987,8454144,648.14,2085
706560,3971.354300737381,345,-2.4787583,0.37316912,0.013285756,-0.0035125047,0.9556638672947884,0.028378347,46.83961182999999,8478720,644.42,2087
708608,3982.9800221920013,346,-2.5176597,0.361731,0.013050224,-0.004051101,0.954734530299902,0.027139628,46.789321890000004,8503296,643.41,2114
710656,3994.4367141723633,347,-2.554574,0.36256522,0.012438534,-0.004370382,0.9585324861109257,0.027032902,46.834030440000014,8527872,640.36,2145
712704,4005.7336337566376,348,-2.61022,0.35786122,0.012909209,-0.0045381356,0.9568946361541748,0.026603129,46.899696009999985,8552448,637.51,2175
714752,4017.5096282958984,349,-2.6730905,0.36374918,0.012917544,-0.0046044756,0.9566066451370716,0.027094563,46.86718688,8577024,637.4,2087
716800,4028.93426656723,350,-2.6968746,0.3646689,0.012765782,-0.0031785355,0.9571307860314846,0.027178133,46.86292598999999,8601600,636.37,2151
718848,4040.2735369205475,351,-2.720972,0.36252025,0.012672432,-0.0042582676,0.9581241235136986,0.026919907,46.857508200000005,8626176,633.32,2167
720896,4051.724652528763,352,-2.752738,0.36011147,0.0132009415,-0.0028975368,0.9561091512441635,0.026881773,46.93001377,8650752,631.15,2146
722944,4063.422818660736,353,-2.7909455,0.3655273,0.012730588,-0.005656307,0.9546430185437202,0.027429853,47.04831385000001,8675328,625.45,2101
724992,4074.8306016921997,354,-2.8162508,0.35817868,0.011973551,-0.0044760173,0.959771953523159,0.026728582,47.01879362999999,8699904,623.56,2154
727040,4086.314308166504,355,-2.82806,0.3702066,0.013001409,-0.004154563,0.957514613866806,0.028049773,47.00797566,8724480,622.15,2140
729088,4097.952260494232,356,-2.8530483,0.36448592,0.012539662,-0.002259174,0.9565274752676487,0.027259838,46.99657270000001,8749056,621.86,2111
731136,4109.44374537468,357,-2.889422,0.368632,0.012134751,-0.0036945832,0.9574774354696274,0.027723307,46.99838597000001,8773632,621.72,2138
733184,4120.962744235992,358,-2.95307,0.36612546,0.012163068,-0.0040590256,0.9581629745662212,0.027456079,46.947974069999994,8798208,626.69,2133
735232,4132.280222654343,359,-2.9750364,0.37382805,0.012188761,-0.0039703953,0.9591660350561142,0.028033245,46.88442639,8822784,630.92,2171
737280,4144.061940670013,360,-2.998568,0.3690267,0.012325034,-0.0028381972,0.9573246240615845,0.027704805,46.825612469999996,8847360,631.39,2086
739328,4155.722401380539,361,-3.0290823,0.36018866,0.011853876,-0.0037113696,0.959102064371109,0.026777294,46.871938019999995,8871936,630.4,2108
741376,4167.326433181763,362,-3.0566068,0.37819415,0.011692087,-0.0037496793,0.9596441835165024,0.028777275,46.85619191,8896512,629.45,2118
743424,4178.617721796036,363,-3.0832314,0.3621419,0.01202032,-0.0051009213,0.958476360887289,0.02697204,46.941628140000006,8921088,629.8,2176
745472,4190.043508529663,364,-3.140453,0.3619749,0.011853338,-0.0034975014,0.9593827351927757,0.026851472,46.97361062999998,8945664,631.3,2151
747520,4201.682927370071,365,-3.1742797,0.36400145,0.011247004,-0.0038166225,0.9629008807241917,0.027010962,47.019829579999985,8970240,629.32,2111
749568,4213.032510995865,366,-3.2163367,0.36371663,0.011377672,-0.0041861385,0.961618784815073,0.027000224,47.02458198,8994816,625.13,2165
751616,4224.324214220047,367,-3.2627444,0.36557627,0.011476717,-0.0041478896,0.961414098739624,0.027323445,46.99937112999999,9019392,623.64,2176
753664,4235.999120473862,368,-3.298778,0.37333977,0.011248638,-0.0027020688,0.9619507901370525,0.028094823,47.01354382,9043968,625.43,2105
755712,4247.364958524704,369,-3.3309956,0.36991397,0.011252159,-0.0026052208,0.9623845368623734,0.028095905,46.967278539999995,9068544,627.62,2162
757760,4258.782958745956,370,-3.3670754,0.36971843,0.011328748,-0.002000862,0.962283942848444,0.02848583,47.027420190000015,9093120,628.26,2152
759808,4270.1388692855835,371,-3.4092937,0.3666259,0.011576274,-0.0044683414,0.9603954255580902,0.027569529,47.00888488,9117696,629.66,2164
761856,4281.830070734024,372,-3.4703217,0.367448,0.011008465,-0.0031338173,0.9614685997366905,0.02753387,46.874715939999994,9142272,629.92,2102
763904,4293.503856420517,373,-3.5136971,0.37313235,0.010898076,-0.00328083,0.9621677808463573,0.028309483,46.87258799,9166848,627.49,2105
765952,4304.843441486359,374,-3.5506597,0.36898196,0.010712756,-0.0037451263,0.9633350968360901,0.027800452,46.9695734,9191424,626.39,2167
768000,4316.599187135696,375,-3.5845637,0.37743327,0.011065118,-0.0011150033,0.9620240107178688,0.028911745,46.99649653999999,9216000,626.03,2090
770048,4328.054640054703,376,-3.6186619,0.37154528,0.010306962,-0.0025165225,0.9639996476471424,0.027945513,47.01481352,9240576,629.41,2145
772096,4339.373743057251,377,-3.635088,0.37404776,0.010477362,-0.00153796,0.9637666270136833,0.028397044,46.95181701999999,9265152,631.2,2171
774144,4350.655010700226,378,-3.6860588,0.36924243,0.010568871,-0.002684733,0.9641196765005589,0.028061818,46.91504578,9289728,632.07,2178
776192,4362.145158290863,379,-3.7434323,0.37449127,0.010452878,-0.0028678258,0.9647587537765503,0.028497437,46.76753995999999,9314304,638.65,2139
778240,4373.4786014556885,380,-3.8046315,0.37323418,0.010943403,-0.0031951058,0.9632619023323059,0.028283412,46.705110839999996,9338880,644.1,2168
780288,4384.834792137146,381,-3.8623817,0.38167718,0.010153191,-0.0027258352,0.9649906121194363,0.029261049,46.814411220000004,9363456,638.43,2164
782336,4396.441080570221,382,-3.9036586,0.37599295,0.01069059,-0.0017913168,0.96342458948493,0.028985191,46.63427823,9388032,647.21,2117
784384,4407.918840885162,383,-3.9348114,0.36795667,0.010573406,-0.002381151,0.9648851975798607,0.02760427,46.46135494,9412608,653.69,2141
786432,4419.209042549133,384,-3.970363,0.3685264,0.010564062,-0.002914846,0.9639449790120125,0.027572677,46.408110220000005,9437184,655.9,2176
788480,4430.766334295273,385,-4.015403,0.37650955,0.010318039,-0.0018380459,0.964858315885067,0.02870818,46.54081957,9461760,653.25,2126
790528,4442.334898233414,386,-4.052354,0.38183203,0.0106826695,-0.004020267,0.9658214561641216,0.029524025,46.45348322000001,9486336,659.09,2124
792576,4453.939169883728,387,-4.1069393,0.37087414,0.010450526,-0.0026845287,0.9646498635411263,0.028139522,46.405333389999996,9510912,664.11,2118
794624,4465.675780534744,388,-4.162809,0.3825398,0.009884712,-0.0010845818,0.9655575044453144,0.029424924,46.596489850000005,9535488,654.47,2094
796672,4477.434515953064,389,-4.1899786,0.37843007,0.009807236,-0.0002814242,0.9661906063556671,0.029098952,46.773424909999996,9560064,646.38,2090
798720,4489.287351369858,390,-4.222928,0.38483483,0.009609401,-0.0023945202,0.9669634737074375,0.029783746,46.85929134999999,9584640,640.43,2073
800768,4500.962854623795,391,-4.24766,0.3850221,0.010212448,-0.0013753341,0.9665682166814804,0.029485479,46.87683205000001,9609216,638.26,2105
802816,4512.249112606049,392,-4.282584,0.373588,0.00990338,-0.002917347,0.965742327272892,0.02830278,46.92122849,9633792,635.19,2177
804864,4523.735636472702,393,-4.3318524,0.37770602,0.009475632,-0.0015749875,0.966561809182167,0.028888587,46.940880039999996,9658368,634.84,2139
806912,4535.649738550186,394,-4.368009,0.37712404,0.00916116,-0.0025885347,0.968963148072362,0.028854892,46.95570974,9682944,634.86,2062
808960,4547.069180250168,395,-4.3944635,0.38452545,0.009840349,-0.00010947588,0.9674266166985035,0.029540231,46.93307485,9707520,634.01,2152
811008,4558.905011415482,396,-4.4385824,0.37569985,0.009477181,-0.0021339997,0.9672067277133465,0.028528586,46.95838188,9732096,632.32,2076
813056,4570.498255968094,397,-4.5043464,0.3784953,0.009283932,-0.0018788155,0.967238400131464,0.029031038,46.87759593,9756672,634.32,2120
815104,4582.396336555481,398,-4.5778904,0.38870436,0.0093611935,-0.0010039116,0.967973779886961,0.030332794,46.868563589999994,9781248,634.09,2065
