serial_timesteps,time_elapsed,nupdates,policy_entropy,clipfrac,value_loss,policy_loss,explained_variance,approxkl,eprewmean,total_timesteps,eplenmean,fps
817152,4593.965611934662,399,-4.629584,0.39064124,0.00951555,-0.0025527761,0.9684110842645168,0.030418817,46.82952123000001,9805824,637.31,2124
819200,4605.542516946793,400,-4.677651,0.38345948,0.009621052,-0.0012201441,0.9663640670478344,0.02965399,46.87313432,9830400,636.4,2123
821248,4617.177356481552,401,-4.7250166,0.38033438,0.009153698,-0.0016821425,0.967731200158596,0.029221663,46.840151299999995,9854976,636.67,2113
823296,4628.477662324905,402,-4.7616606,0.38740668,0.009443739,-0.002123764,0.967944473028183,0.03007048,46.866625430000006,9879552,633.98,2175
825344,4639.821885347366,403,-4.7817945,0.37534988,0.009163562,-0.0029861724,0.9688158687204123,0.028537905,46.892053260000004,9904128,631.09,2166
827392,4651.5765545368195,404,-4.8159704,0.3866861,0.0091296155,-0.0002015334,0.9697358421981335,0.03015619,47.00349252000001,9928704,628.01,2090
829440,4663.242779493332,405,-4.828005,0.37186685,0.009241719,-0.0014286463,0.9682272635400295,0.027795747,47.04601242,9953280,625.99,2106
831488,4675.047757387161,406,-4.8780475,0.38175866,0.009039986,-0.00020898503,0.9691407270729542,0.029464662,46.982279350000006,9977856,627.97,2082
833536,4686.327872276306,407,-4.9142504,0.381132,0.009300126,-0.0018078403,0.967491377145052,0.029459352,47.02803299999999,10002432,628.78,2178
835584,4698.026530742645,408,-4.9636507,0.38465166,0.009149656,-0.000712936,0.9694956354796886,0.029991105,46.959133539999996,10027008,632.76,2101
837632,4709.458831787109,409,-5.01724,0.37635082,0.008920213,-0.0013180904,0.9702089838683605,0.02869689,46.91238801,10051584,634.35,2149
839680,4720.910142660141,410,-5.054244,0.38304442,0.008881081,-0.0009416005,0.969940010458231,0.029432606,46.8966169,10076160,633.76,2146
841728,4732.337203979492,411,-5.104308,0.38976234,0.008989824,-0.0012938522,0.9693434331566095,0.030391306,46.973257489999995,10100736,627.18,2150
843776,4743.796840429306,412,-5.1422353,0.39305013,0.008877969,-0.001093513,0.9691915046423674,0.030789327,47.021337439999996,10125312,626.87,2144
845824,4755.182274580002,413,-5.1668386,0.38542482,0.009082276,-0.0016561698,0.9689441230148077,0.029953707,46.99314010999999,10149888,630.4,2158
847872,4766.622856140137,414,-5.202282,0.38236493,0.0087552555,-0.0017317885,0.9694344699382782,0.029385438,46.878199669999994,10174464,634.37,2148
849920,4778.384222745895,415,-5.237133,0.3846678,0.00893326,-0.0016164106,0.9698232058435678,0.029764136,46.85205018,10199040,633.66,2090
851968,4789.874568939209,416,-5.285653,0.38534325,0.008763374,-0.0015786281,0.9697289988398552,0.029802376,46.96496431999999,10223616,629.04,2139
854016,4801.527946233749,417,-5.3270025,0.38299558,0.008495724,-0.001838666,0.9712489992380142,0.029654855,47.10611161,10248192,625.45,2109
856064,4813.3736028671265,418,-5.3720307,0.3891317,0.008805171,-0.0012287787,0.9709285032004118,0.030236458,47.10845464,10272768,625.36,2075
858112,4824.79455280304,419,-5.4318414,0.38397622,0.00860925,0.001078406,0.9699102751910686,0.029420752,47.11286798000001,10297344,623.7,2152
860160,4836.29460477829,420,-5.476683,0.39257395,0.008738825,-0.0020023729,0.9700395036488771,0.030985426,47.17996216999999,10321920,622.44,2137
862208,4847.926681280136,421,-5.50556,0.37940663,0.008552792,-0.0019317571,0.9709700886160135,0.029267162,47.15584438,10346496,622.95,2113
864256,4859.570237398148,422,-5.5480137,0.38838276,0.008606889,-0.0013408035,0.9717486146837473,0.030329451,47.066230159999996,10371072,629.87,2110
866304,4870.936632156372,423,-5.5640335,0.3860269,0.008600863,-0.0016462828,0.9706213343888521,0.029969463,47.119793810000004,10395648,628.88,2162
868352,4882.441321611404,424,-5.5874605,0.38692632,0.008116463,-0.0002206678,0.9720951560884714,0.029796427,47.22763411999999,10420224,623.19,2136
870400,4893.883376121521,425,-5.5992823,0.3783732,0.007975179,-0.00071221543,0.973712045699358,0.029292732,47.29382401,10444800,618.62,2148
872448,4905.227944135666,426,-5.6179585,0.3869833,0.008492877,0.0010316881,0.9708235021680593,0.030200351,47.321643560000005,10469376,617.79,2166
874496,4917.021865367889,427,-5.6483774,0.3880697,0.008404525,-0.0012207383,0.9712475929409266,0.02995507,47.30257501,10493952,617.72,2083
876544,4928.491166591644,428,-5.6590686,0.38770765,0.008365223,0.0002748627,0.9725024625658989,0.030068109,47.38468487999999,10518528,615.52,2143
878592,4939.78913974762,429,-5.699529,0.38911524,0.008691008,-0.0013261829,0.9700207728892565,0.030294184,47.475299760000006,10543104,614.53,2175
880640,4951.233167171478,430,-5.7300663,0.3834595,0.008317881,-0.0008618323,0.9710473138839006,0.029637221,47.56194423000001,10567680,609.63,2147
882688,4962.6503138542175,431,-5.7861004,0.3771647,0.0084665585,7.566933e-05,0.9714924525469542,0.028622378,47.54354801,10592256,608.15,2153
884736,4973.978644371033,432,-5.8495216,0.3838827,0.0083808135,-0.00044373833,0.9708515796810389,0.029738495,47.554134919999996,10616832,608.12,2169
886784,4985.361410617828,433,-5.863508,0.3867188,0.008155654,-0.00041147313,0.9718708414584398,0.030047098,47.57889125,10641408,607.91,2159
888832,4996.8315234184265,434,-5.8571205,0.39063317,0.008382219,0.000685275,0.9721509367227554,0.030202325,47.58359893,10665984,605.64,2142
890880,5008.2998967170715,435,-5.9059114,0.39052728,0.0085054515,-3.0865143e-05,0.9703035447746515,0.030478295,47.63557784,10690560,604.55,2143
892928,5019.949211597443,436,-5.9400387,0.39324138,0.008310547,-0.00025561772,0.9725034907460213,0.03099207,47.59691960999999,10715136,605.57,2109
894976,5031.411857128143,437,-5.9672613,0.39353445,0.008601131,-0.0003681567,0.9710529781877995,0.031135395,47.60957833000001,10739712,605.5,2144
897024,5042.695373773575,438,-5.9915442,0.39383152,0.008295548,-0.0007475549,0.9716749899089336,0.031018356,47.634735330000005,10764288,605.46,2178
899072,5054.022935390472,439,-5.9990215,0.38238937,0.008362999,-0.0012186087,0.9728031158447266,0.029503414,47.664660550000015,10788864,606.84,2170
901120,5065.639979839325,440,-6.0243154,0.39302978,0.008341214,-0.00037346678,0.9711673986166716,0.030793037,47.653329510000006,10813440,605.46,2115
903168,5077.465291976929,441,-6.054859,0.38122147,0.008283808,-0.00081211637,0.9725836496800184,0.029530544,47.583054039999986,10838016,607.37,2079
905216,5088.970188379288,442,-6.0972047,0.38538012,0.0087020835,0.0012269062,0.970980541780591,0.030193169,47.54378797000001,10862592,608.6,2136
907264,5100.505309820175,443,-6.1378427,0.39702556,0.008514338,-3.908261e-05,0.9699194356799126,0.031231573,47.48877366,10887168,611.23,2130
909312,5111.985992431641,444,-6.198977,0.39098307,0.008115468,-0.0007753511,0.9729590360075235,0.030589914,47.51708493,10911744,610.16,2140
911360,5123.371593475342,445,-6.2695084,0.38971758,0.008265353,9.00072e-05,0.9714723415672779,0.030316198,47.560600060000006,10936320,606.53,2158
913408,5134.883930444717,446,-6.321104,0.40173754,0.008013701,0.00075345853,0.971894009038806,0.03207909,47.53210164999999,10960896,608.07,2134
915456,5146.452084779739,447,-6.3737307,0.39615065,0.008329419,-0.00038708324,0.9728357046842575,0.031338114,47.4771368,10985472,612.58,2124
917504,5158.130044221878,448,-6.3870373,0.389091,0.008294983,0.00032832572,0.9712696932256222,0.030551344,47.56751218,11010048,610.39,2104
919552,5169.645493984222,449,-6.403291,0.38675115,0.007799275,-0.0012774102,0.9729904234409332,0.030040627,47.65417669999999,11034624,605.11,2134
921600,5181.403344869614,450,-6.446369,0.3925252,0.008038143,0.0009740197,0.97349070943892,0.030849159,47.670905760000004,11059200,601.7,2090
923648,5193.145746469498,451,-6.4913087,0.40160713,0.008075183,-0.00023001782,0.9712530374526978,0.032077234,47.6632556,11083776,600.36,2093
925696,5204.515752792358,452,-6.508197,0.3970458,0.008335294,0.000974169,0.973366279155016,0.031364284,47.64718088000001,11108352,601.9,2161
927744,5215.883647918701,453,-6.5351005,0.40247804,0.008086376,0.00101591,0.9713578894734383,0.03207261,47.668296100000006,11132928,603.81,2162
929792,5227.6585874557495,454,-6.574971,0.39872238,0.007658755,-0.000214543,0.9733070898801088,0.031728312,47.60016308,11157504,605.87,2087
931840,5239.040807247162,455,-6.6065607,0.39515367,0.008174538,0.0018726184,0.9730046521872282,0.031136861,47.58612198000001,11182080,605.2,2159
933888,5250.842601299286,456,-6.646601,0.39351803,0.0078039044,0.0007834836,0.9717119242995977,0.030856982,47.64709619000001,11206656,603.93,2082
935936,5262.659829854965,457,-6.6908407,0.39705825,0.0074627576,-2.6162767e-05,0.9749516248703003,0.031531643,47.60888867999999,11231232,603.16,2079
937984,5274.017204999924,458,-6.740638,0.3870402,0.008032799,0.0009087295,0.9720056280493736,0.030210715,47.612013450000006,11255808,602.7,2164
940032,5285.4547560215,459,-6.7790594,0.3974324,0.007920714,-0.0008653705,0.9713542871177197,0.031448744,47.58108550000001,11280384,603.36,2148
942080,5296.892589569092,460,-6.797587,0.39810798,0.0076846383,-0.00019991785,0.9753554370254278,0.031198647,47.57955831,11304960,604.76,2148
944128,5308.229315042496,461,-6.841811,0.3941813,0.008131099,-0.00068409886,0.9707041662186384,0.030992243,47.571078879999995,11329536,606.68,2168
946176,5319.661777973175,462,-6.8644104,0.4013959,0.007938927,0.0019749538,0.9729779902845621,0.031941406,47.56562490999999,11354112,610.09,2149
948224,5331.118102788925,463,-6.8835654,0.406669,0.008132591,0.00072993065,0.9721608553081751,0.033007953,47.49186445,11378688,612.5,2145
950272,5342.580907344818,464,-6.9032335,0.39799795,0.0077797985,0.001728047,0.9725628159940243,0.031268258,47.50123466,11403264,608.32,2144
952320,5353.981247425079,465,-6.9023314,0.39077154,0.007432995,0.00055102946,0.9757444839924574,0.030651074,47.56619728999999,11427840,607.77,2155
954368,5365.313596010208,466,-6.906344,0.3965659,0.0080888765,0.00051592954,0.9714672807604074,0.031416886,47.59467407,11452416,607.55,2169
956416,5376.96203994751,467,-6.9339447,0.40640873,0.00767368,0.0011621319,0.9730597697198391,0.032497674,47.53038756000001,11476992,607.09,2109
958464,5388.491327524185,468,-6.9624567,0.40131822,0.007455072,0.0008076786,0.9754906632006168,0.03215266,47.40141619,11501568,611.8,2131
960512,5400.048596382141,469,-6.9905257,0.39950755,0.007779377,0.0009151247,0.9726562798023224,0.031753514,47.30334686000001,11526144,615.7,2126
962560,5411.730633020401,470,-6.9953194,0.3972127,0.007517237,0.0018915472,0.974166190251708,0.031494517,47.32119005999999,11550720,615.01,2103
964608,5423.343597412109,471,-7.0193014,0.3957762,0.00753251,-0.00012629724,0.9745051562786102,0.031214055,47.316792129999996,11575296,613.45,2116
966656,5434.806423902512,472,-7.0325546,0.39427087,0.007432123,0.0007700382,0.9735111072659492,0.031008076,47.438326520000004,11599872,609.81,2144
968704,5446.374949216843,473,-7.08294,0.38995758,0.00769917,0.0016700795,0.974548514932394,0.03052186,47.451003379999996,11624448,609.46,2124
970752,5457.95420050621,474,-7.12648,0.39828283,0.008055479,0.0016022716,0.9728721026331186,0.031639718,47.36550730999999,11649024,611.62,2122
972800,5469.483057975769,475,-7.161738,0.40194488,0.007837665,0.0003908933,0.9720375593751669,0.032023612,47.407099929999994,11673600,611.03,2131
974848,5481.049196243286,476,-7.185126,0.3998211,0.008145532,0.00044477507,0.9725247994065285,0.032005794,47.44473308,11698176,613.25,2125
976896,5492.337900876999,477,-7.2387047,0.4069987,0.0081083635,-0.0011203454,0.9721686169505119,0.032539137,47.34540607000001,11722752,619.34,2177
978944,5503.630807876587,478,-7.2761087,0.40332025,0.007851148,0.00050860527,0.9735294934362173,0.032350354,47.34856427,11747328,618.77,2176
980992,5514.990601062775,479,-7.287986,0.39940187,0.008043571,0.0006719889,0.9724342133849859,0.031513486,47.31718484,11771904,622.14,2163
983040,5526.335298299789,480,-7.312548,0.4001952,0.007701947,0.0021473998,0.974205220118165,0.032190926,47.43581861,11796480,617.74,2166
985088,5538.159314393997,481,-7.3449936,0.39720875,0.007565095,0.0013848322,0.9739347156137228,0.03156597,47.43854837,11821056,616.85,2079
987136,5549.802323579788,482,-7.3837585,0.40620512,0.007948143,0.00058293674,0.9736521299928427,0.032731604,47.56831464000001,11845632,606.23,2110
989184,5561.1806218624115,483,-7.4051857,0.3947875,0.0073569855,0.0024787416,0.9742518719285727,0.030972281,47.634148050000015,11870208,602.43,2160
991232,5572.48916721344,484,-7.432312,0.4010985,0.007552528,0.00042305113,0.9749927241355181,0.031939913,47.69023232000001,11894784,600.38,2173
993280,5583.93434381485,485,-7.478078,0.39906424,0.007638944,0.00053506147,0.9738986846059561,0.031676896,47.586603749999995,11919360,602.75,2147
995328,5595.542781352997,486,-7.528422,0.3965822,0.007442848,0.0013481315,0.9734004456549883,0.031286363,47.53112625,11943936,604.67,2117
997376,5607.038763284683,487,-7.5523744,0.4055461,0.0074788495,0.0040654177,0.974388737231493,0.032419167,47.39897185999999,11968512,609.9,2137
999424,5618.595672369003,488,-7.6074004,0.40351167,0.0074147694,0.00087891176,0.9741393625736237,0.03222882,47.39348889,11993088,609.66,2126
1001472,5630.086887598038,489,-7.6397414,0.39288744,0.0073661855,0.0025966326,0.974314184859395,0.030823374,47.47753535999999,12017664,605.74,2138
1003520,5641.8054530620575,490,-7.6853476,0.40777594,0.007912484,0.0011170568,0.9726705588400364,0.033053245,47.48270659,12042240,604.77,2097
1005568,5653.127194881439,491,-7.709362,0.40135494,0.0073484755,0.0021365872,0.974407659843564,0.03204155,47.47197392000002,12066816,604.91,2170
1007616,5664.575564861298,492,-7.7392898,0.41194263,0.0073907613,0.0019335967,0.9749273024499416,0.033510618,47.50867066,12091392,604.09,2146
1009664,5675.910887002945,493,-7.7498665,0.40479732,0.0073367087,0.0024567156,0.9745777994394302,0.032116774,47.55137041999999,12115968,604.06,2168
1011712,5687.5699763298035,494,-7.7592955,0.4137167,0.0073623024,0.0031577083,0.9741703793406487,0.03393379,47.505937079999995,12140544,604.15,2108
1013760,5699.137709617615,495,-7.7803855,0.40646157,0.007520913,0.0014356202,0.9744540713727474,0.032868914,47.46482336000001,12165120,604.08,2124
1015808,5710.69821023941,496,-7.814374,0.40235996,0.0071791946,0.0019118099,0.9750260151922703,0.032587808,47.47031174000001,12189696,603.79,2126
1017856,5721.999531030655,497,-7.8626227,0.404533,0.0071668075,0.0025333886,0.9756334833800793,0.032785714,47.46365119,12214272,603.51,2175
1019904,5733.554070949554,498,-7.9240584,0.41173902,0.007150096,0.003128736,0.9755982886999846,0.03377538,47.47849747000001,12238848,602.68,2127
1021952,5745.020975828171,499,-7.949771,0.3956177,0.0072922064,0.001102997,0.9749116990715265,0.031404443,47.51049483,12263424,603.45,2143
1024000,5756.410759210587,500,-7.975415,0.4090901,0.0072541595,0.0029512264,0.9749903921037912,0.033415455,47.56190277999999,12288000,604.19,2157
1026048,5768.031957626343,501,-8.004811,0.4119385,0.007172323,0.0034821364,0.9755351655185223,0.033798143,47.532717359999985,12312576,601.37,2115
1028096,5779.740366697311,502,-8.021327,0.4154419,0.0073095383,0.0015537941,0.9753419030457735,0.033936135,47.58563896999999,12337152,598.99,2099
1030144,5791.272914171219,503,-8.041685,0.40469962,0.0073775486,0.0024943608,0.9747412651777267,0.032475013,47.65907699000001,12361728,596.93,2131
1032192,5803.0506939888,504,-8.05553,0.41520166,0.0073268004,0.001219624,0.9753400646150112,0.0341844,47.6109537,12386304,597.88,2086
1034240,5814.74223613739,505,-8.065913,0.41433525,0.007293635,0.0023479213,0.9746472910046577,0.033813413,47.54275494,12410880,599.05,2102
1036288,5826.554810285568,506,-8.087241,0.40439874,0.0071464716,0.0007441153,0.9759268034249544,0.032542538,47.570113170000006,12435456,599.92,2080
1038336,5838.195034742355,507,-8.110285,0.40947676,0.0072727995,0.00298023,0.9753723498433828,0.033185016,47.49162881,12460032,602.66,2111
1040384,5849.6334137916565,508,-8.140691,0.41031894,0.0074704103,0.0012982623,0.9741361830383539,0.033367787,47.49457963,12484608,605.35,2148
1042432,5861.1427526474,509,-8.176188,0.41012773,0.007054725,0.0015587874,0.9757680632174015,0.033214863,47.48461510000001,12509184,603.76,2135
1044480,5872.799915313721,510,-8.212641,0.40981048,0.0071697086,0.00165584,0.9754170961678028,0.03320919,47.4682867,12533760,605.19,2108
1046528,5884.287979364395,511,-8.24188,0.4118246,0.0069029657,0.003183816,0.9759271293878555,0.033555552,47.475939939999996,12558336,605.48,2139
1048576,5895.74017739296,512,-8.2794285,0.41248363,0.0071460144,0.001976754,0.9762255605310202,0.03387582,47.471221610000015,12582912,607.51,2146
1050624,5907.146411418915,513,-8.310421,0.4110229,0.0070955297,0.0029149419,0.9756302647292614,0.03350725,47.532795789999994,12607488,606.0,2154
1052672,5918.623099088669,514,-8.3371525,0.40470782,0.0069010267,0.003011599,0.9761938024312258,0.032653637,47.53837173000001,12632064,604.19,2141
1054720,5930.161594629288,515,-8.384246,0.4152875,0.007309941,0.0031376067,0.9755590371787548,0.03412149,47.46813504,12656640,603.85,2130
1056768,5941.601605415344,516,-8.409947,0.40425617,0.0069873445,0.0019752,0.9751471504569054,0.032403328,47.39847349000001,12681216,607.85,2148
1058816,5953.067901134491,517,-8.448395,0.40946847,0.007114563,0.0017346286,0.9761327002197504,0.033127863,47.374293910000006,12705792,609.96,2143
1060864,5964.499464273453,518,-8.494172,0.4131022,0.007960176,0.001676517,0.9732758514583111,0.034407984,47.242663699999994,12730368,618.27,2150
1062912,5976.061608552933,519,-8.528223,0.4160645,0.007579361,0.0038204417,0.9748513977974653,0.034192923,47.20863410000001,12754944,620.66,2126
1064960,5987.601158857346,520,-8.578118,0.41114902,0.007350906,0.0018515779,0.9742010105401278,0.03389477,47.207575389999995,12779520,620.8,2129
1067008,5999.304132223129,521,-8.607815,0.41514477,0.007056809,0.0016989165,0.9765487182885408,0.034091726,47.41634714,12804096,611.18,2100
1069056,6010.791554927826,522,-8.621308,0.41605225,0.007944549,0.0021998803,0.9738914743065834,0.034224562,47.472906220000006,12828672,611.97,2139
1071104,6022.267021179199,523,-8.650119,0.42556968,0.0073322887,0.0040790862,0.9740666355937719,0.035777304,47.44005325,12853248,614.03,2141
1073152,6033.703351020813,524,-8.682262,0.40963545,0.0072489134,0.0020540867,0.9760898351669312,0.033519182,47.55061447,12877824,611.16,2149
1075200,6045.14360165596,525,-8.721671,0.42424718,0.0072704046,0.0025559985,0.9749109111726284,0.035654474,47.611813860000005,12902400,607.85,2148
1077248,6056.949382543564,526,-8.701842,0.4244954,0.0070449472,0.0020474512,0.9745060205459595,0.035372484,47.68467439,12926976,603.29,2081
1079296,6068.414799690247,527,-8.710802,0.41189384,0.0070670256,0.0017584208,0.9761230405420065,0.033373207,47.76688748000001,12951552,600.4,2143
1081344,6079.776871204376,528,-8.738374,0.41280943,0.0069982717,0.0009501766,0.9750850163400173,0.033595227,47.843524880000004,12976128,596.34,2163
1083392,6091.129542827606,529,-8.748276,0.41583657,0.007031569,0.0023491993,0.9770594015717506,0.034478437,47.9580353,13000704,592.41,2164
1085440,6102.683090686798,530,-8.758163,0.415267,0.007006644,0.0015800077,0.9752022214233875,0.033901274,47.97974135,13025280,589.68,2127
1087488,6114.1283485889435,531,-8.784375,0.42452002,0.007457903,0.0028902497,0.9756457172334194,0.035427663,47.94176257,13049856,591.65,2147
1089536,6125.4522869586945,532,-8.823757,0.4185141,0.0069993734,0.0031371142,0.9756147433072329,0.034545027,47.89430731,13074432,593.3,2170
1091584,6136.969080686569,533,-8.834717,0.43122154,0.008140564,0.0028330858,0.9716171436011791,0.036292832,47.815525539999996,13099008,600.06,2134
1093632,6148.398362874985,534,-8.824221,0.4147827,0.007357253,0.0020510934,0.9745194781571627,0.033869885,47.79359817999999,13123584,604.07,2150
1095680,6159.7147789001465,535,-8.853743,0.42263985,0.0076666,0.0015159468,0.9734241031110287,0.035348188,47.83537101000001,13148160,602.65,2171
1097728,6171.403467655182,536,-8.882488,0.42379552,0.0070694564,0.003855155,0.9752019438892603,0.035422124,47.90834449999999,13172736,597.12,2102
1099776,6182.73512339592,537,-8.90576,0.41768798,0.0069428654,0.0027667044,0.9762731064110994,0.0345412,47.95044306,13197312,593.77,2169
1101824,6194.205944061279,538,-8.9469,0.4179441,0.0069799153,0.0031276462,0.9766350239515305,0.034316704,48.09033530000001,13221888,585.61,2142
1103872,6205.634180307388,539,-8.955326,0.415922,0.0069472427,0.0032651317,0.9763802830129862,0.034536116,48.20225917,13246464,581.26,2150
1105920,6217.048839092255,540,-8.950499,0.41358247,0.006850358,0.0025496227,0.9774826914072037,0.03369417,48.26364291999998,13271040,577.61,2153
1107968,6228.426613330841,541,-8.970089,0.41504326,0.0066736205,0.0024130004,0.9771457929164171,0.034368254,48.24071433999998,13295616,577.08,2160
1110016,6239.717398643494,542,-8.996791,0.40659985,0.0069728913,0.0025867168,0.9770719762891531,0.032816786,48.19040616,13320192,578.04,2176
1112064,6251.152190446854,543,-9.034601,0.41905117,0.006687372,0.002685026,0.9773671254515648,0.0351751,48.165613930000006,13344768,578.48,2149
1114112,6262.605228424072,544,-9.0816145,0.41384682,0.007048973,0.0025250688,0.9767203107476234,0.034294818,48.149958819999995,13369344,582.71,2146
1116160,6274.2354872226715,545,-9.088156,0.41520596,0.0072089336,0.0017194388,0.9749827515333891,0.033791102,48.02584302,13393920,587.28,2113
1118208,6285.9633276462555,546,-9.114119,0.410258,0.0066819815,0.0032247982,0.97838338278234,0.033402406,47.92711073,13418496,589.42,2095
1120256,6297.370271205902,547,-9.144181,0.4203492,0.0073981807,0.0021799945,0.9752969648689032,0.03506361,47.95084929000001,13443072,589.24,2154
1122304,6308.803813457489,548,-9.151417,0.4170166,0.006759045,0.004599167,0.9774534795433283,0.03468987,48.03976813,13467648,587.15,2149
1124352,6320.141764163971,549,-9.167427,0.4215862,0.0068908976,0.003423895,0.9766182564198971,0.03493642,48.04335514,13492224,585.72,2167
1126400,6331.449309587479,550,-9.208874,0.41724858,0.0066889664,0.003496652,0.9783288855105639,0.034336936,48.05770450999999,13516800,583.73,2173
1128448,6342.829878568649,551,-9.250008,0.42065015,0.0069904895,0.0024928926,0.976563872769475,0.035195842,48.03218425,13541376,584.78,2159
1130496,6354.389326810837,552,-9.260336,0.4213298,0.0070530213,0.0025801044,0.9772342052310705,0.035112,47.99647667,13565952,588.09,2126
1132544,6365.88463306427,553,-9.289851,0.41439205,0.006411129,0.004980254,0.9785390794277191,0.03388489,47.99423712,13590528,587.91,2138
1134592,6377.243798494339,554,-9.320217,0.43842345,0.0071901307,0.0030624254,0.9764359183609486,0.037921783,47.98733611999999,13615104,588.77,2163
1136640,6389.020979881287,555,-9.335918,0.41958413,0.008093004,0.0032031261,0.9715673085302114,0.034760453,47.876833770000005,13639680,598.31,2087
1138688,6400.458909273148,556,-9.367554,0.42252198,0.0069910646,0.0036015369,0.977235209196806,0.035896264,47.85744777,13664256,600.81,2148
1140736,6411.765592813492,557,-9.399117,0.42934966,0.0070179454,0.0036254905,0.9764359574764967,0.036650766,47.953351430000005,13688832,594.93,2174
1142784,6423.155277490616,558,-9.426352,0.42387286,0.0066730483,0.0027250168,0.9774765688925982,0.035675112,48.09401557,13713408,586.64,2157
1144832,6434.454963445663,559,-9.469606,0.4233601,0.0069574146,0.003677987,0.9771743770688772,0.03522618,48.10451296,13737984,588.18,2175
1146880,6445.999189853668,560,-9.5218115,0.42825103,0.0066490015,0.0031038688,0.9784540608525276,0.03619388,48.10193544,13762560,587.71,2129
1148928,6457.749798774719,561,-9.560041,0.4191366,0.0066759386,0.0038485844,0.9780134856700897,0.03479665,48.12589707000001,13787136,587.55,2092
1150976,6469.273284435272,562,-9.586953,0.42261976,0.0066866586,0.00395903,0.9783999361097813,0.035292633,48.10127061000001,13811712,587.49,2132
1153024,6480.53888130188,563,-9.594495,0.41387534,0.006598058,0.004152608,0.9784662406891584,0.034051124,48.07896281,13836288,586.06,2181
1155072,6491.815808534622,564,-9.645986,0.41890058,0.0067305947,0.001448033,0.9780905861407518,0.034487303,48.06726097,13860864,588.19,2179
1157120,6503.525157928467,565,-9.6703615,0.42747813,0.007031206,0.0047080438,0.9766691662371159,0.036117136,48.014133650000005,13885440,588.63,2099
1159168,6515.278072834015,566,-9.680475,0.42471933,0.0068141567,0.0048297234,0.9771776534616947,0.035548624,48.05672464000001,13910016,587.13,2091
1161216,6526.9428470134735,567,-9.683476,0.4263267,0.0070664575,0.0031611412,0.9766162782907486,0.036064018,48.076976720000005,13934592,586.41,2107
1163264,6538.518705606461,568,-9.680342,0.42780775,0.0065981844,0.004090988,0.976912833750248,0.036282282,48.13964077999999,13959168,585.17,2123
1165312,6549.887057542801,569,-9.669104,0.4296957,0.006649469,0.0039831325,0.9779149852693081,0.036615744,48.08173315999999,13983744,584.9,2162
1167360,6561.290742635727,570,-9.689043,0.42674565,0.006829113,0.0058439234,0.9774476252496243,0.035789795,48.015026259999985,14008320,583.97,2155
1169408,6572.660322189331,571,-9.705668,0.42580175,0.0069076843,0.004157246,0.9771621935069561,0.03575423,47.975400750000006,14032896,585.73,2161
1171456,6583.9973776340485,572,-9.698832,0.41697985,0.006599921,0.0043197097,0.978200051933527,0.034611285,47.9481744,14057472,586.92,2167
1173504,6595.4794273376465,573,-9.7015295,0.42342934,0.006976623,0.004992323,0.976846044883132,0.03545631,47.966462660000005,14082048,590.68,2140
1175552,6606.916680574417,574,-9.726974,0.4157308,0.0066680587,0.0043198997,0.9779370985925198,0.03420613,47.95576619999999,14106624,590.95,2148
1177600,6618.282788991928,575,-9.750861,0.42788082,0.006821993,0.0034380066,0.977058157324791,0.036003955,47.99672184000002,14131200,586.75,2162
1179648,6629.583256006241,576,-9.780458,0.42001542,0.0064446754,0.006372017,0.9790036287158728,0.03519931,48.01334009999999,14155776,585.36,2175
1181696,6640.930061101913,577,-9.823664,0.42565113,0.006837111,0.0050879037,0.97765227034688,0.035689645,48.05456426000001,14180352,584.7,2166
1183744,6652.662089109421,578,-9.850823,0.41388336,0.0067572496,0.003225363,0.9782503340393305,0.033980712,48.05263329,14204928,585.0,2094
1185792,6664.005599737167,579,-9.853936,0.4289469,0.006884837,0.005209598,0.9769125264137983,0.036667366,47.94054366999999,14229504,587.66,2166
1187840,6675.366285085678,580,-9.875205,0.41861582,0.0065711015,0.003937455,0.9784762896597385,0.034648143,47.90248415999999,14254080,588.9,2163
1189888,6686.661336421967,581,-9.906366,0.41759434,0.006518858,0.003665639,0.9789681993424892,0.03480516,47.9090086,14278656,587.84,2176
1191936,6698.336699724197,582,-9.9445715,0.4280842,0.006475927,0.003921074,0.978871051222086,0.036179002,47.97432461000001,14303232,586.43,2105
1193984,6709.850789785385,583,-9.951285,0.41866055,0.006706665,0.005154024,0.9784071389585733,0.034565415,47.95791331999999,14327808,586.94,2134
1196032,6721.195376157761,584,-9.979958,0.42935377,0.006901396,0.004944477,0.9767531845718622,0.03665573,47.87565929,14352384,588.51,2166
1198080,6732.5439257621765,585,-10.004247,0.41473785,0.006600158,0.0051256274,0.9787013344466686,0.033954795,47.79766989999999,14376960,590.56,2165
1200128,6744.318468332291,586,-10.021812,0.4229331,0.0062687052,0.0044017984,0.9792519714683294,0.03516188,47.77303693000001,14401536,590.54,2087
1202176,6755.689101219177,587,-10.012205,0.42929274,0.0065484033,0.0045635756,0.9790628477931023,0.036453426,47.810769750000006,14426112,591.77,2161
1204224,6767.160076141357,588,-10.006767,0.42478433,0.006649961,0.004142829,0.9777768142521381,0.035777237,47.77749889999999,14450688,591.01,2142
1206272,6778.7386338710785,589,-10.01185,0.44226074,0.0067905905,0.005364691,0.9783613607287407,0.038997624,47.729241,14475264,592.4,2122
